EmployeeID,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,IncomePerYear,PromotionDelay,IsOverduePromotion,EngagementScore,WorkloadStress,TenureRatio,RoleStagnation,SatisfactionIncomeRatio,CompanyHopper,Attrition_Probability,Risk_Percentage,Risk_Category
505,45,1,Travel_Frequently,306,Sales,26,4,Life Sciences,1,Female,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0,857.2,1,0,2.25,0,0.2,1.0,0.4286,0,0.98160744,98.16,High Risk
506,26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2,886.3333333333334,3,0,3.25,0,1.0,0.6666666666666666,1.0636,0,0.035315733,3.53,Low Risk
507,37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8,943.4,3,1,3.0,0,1.0,0.7,2.8302,0,0.018202957,1.82,Low Risk
508,29,0,Travel_Rarely,1176,Sales,3,2,Medical,2,Female,62,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2,926.8333333333334,5,0,2.0,0,1.0,0.0,1.6683,0,0.0017412422,0.17,Low Risk
509,35,0,Travel_Rarely,1017,Research & Development,6,4,Life Sciences,2,Male,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8,390.94117647058823,6,1,2.75,0,1.0,0.6470588235294118,2.6584,0,0.010971415,1.1,Low Risk
510,33,0,Travel_Frequently,1296,Research & Development,6,3,Life Sciences,3,Male,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7,515.0,9,0,2.75,0,0.8666666666666667,0.8461538461538461,3.09,0,0.004332522,0.43,Low Risk
511,54,0,Travel_Rarely,397,Human Resources,19,4,Medical,3,Male,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1,670.3125,2,1,3.0,0,0.5625,0.7777777777777778,2.145,0,0.01095688,1.1,Low Risk
512,36,0,Travel_Rarely,913,Research & Development,9,2,Medical,2,Male,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2,680.5384615384615,3,0,2.5,0,0.23076923076923078,0.6666666666666666,1.7694,0,0.021767348,2.18,Low Risk
513,27,0,Travel_Rarely,1115,Research & Development,3,4,Medical,1,Male,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1,409.0,3,0,3.0,0,0.8,0.5,0.818,0,0.008090037,0.81,Low Risk
514,20,1,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1,1009.0,0,0,3.5,0,1.0,0.0,0.3027,0,0.9831171,98.31,High Risk
515,33,1,Travel_Frequently,1076,Research & Development,3,3,Life Sciences,1,Male,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7,334.8,1,1,1.5,0,1.0,0.8,0.3348,0,0.9477473,94.77,High Risk
516,35,0,Non-Travel,727,Research & Development,3,3,Life Sciences,3,Male,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0,1281.0,1,0,3.0,0,1.0,0.0,0.3843,0,0.033961937,3.4,Low Risk
517,23,0,Travel_Rarely,885,Research & Development,4,3,Medical,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2,563.8,3,0,1.75,0,0.6,0.6666666666666666,0.2819,0,0.02566552,2.57,Low Risk
518,25,0,Travel_Rarely,810,Sales,8,3,Life Sciences,4,Male,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2,1212.75,2,0,3.0,0,0.75,0.6666666666666666,0.9702,0,0.0015692366,0.16,Low Risk
519,38,0,Travel_Rarely,243,Sales,7,4,Marketing,4,Female,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5,503.5,7,0,3.0,0,0.875,1.0,1.6112,0,0.00059935363,0.06,Low Risk
520,29,0,Travel_Frequently,806,Research & Development,1,4,Life Sciences,2,Male,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8,272.0,8,0,3.25,0,1.0,0.7,1.088,0,0.0068028844,0.68,Low Risk
521,48,0,Travel_Rarely,817,Sales,2,1,Marketing,2,Male,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2,676.6666666666666,0,0,2.75,0,0.16666666666666666,1.0,1.624,0,0.005546294,0.55,Low Risk
522,27,0,Travel_Frequently,1410,Sales,3,1,Medical,4,Female,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4,774.5,6,0,3.25,0,1.0,0.8333333333333334,1.8588,0,0.0018176715,0.18,Low Risk
523,37,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0,1170.0,1,0,3.0,0,0.25,0.0,1.872,0,0.002366088,0.24,Low Risk
524,50,0,Travel_Rarely,1207,Research & Development,28,1,Medical,4,Male,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8,161.05,17,0,3.25,0,1.0,0.4,0.9663,0,0.005667194,0.57,Low Risk
525,34,0,Travel_Rarely,1442,Research & Development,9,3,Medical,4,Female,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7,957.8888888888889,1,1,3.0,0,0.8888888888888888,0.875,1.7242,0,0.0038140032,0.38,Low Risk
526,24,1,Travel_Rarely,693,Sales,3,2,Life Sciences,1,Female,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0,1144.25,0,0,2.0,0,0.5,1.0,1.3731,1,0.14161535,14.16,Low Risk
527,39,0,Travel_Rarely,408,Research & Development,2,4,Technical Degree,4,Female,80,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10,227.65,9,1,2.75,0,1.0,0.35,1.3659,0,0.0063244556,0.63,Low Risk
528,32,0,Travel_Rarely,929,Sales,10,3,Marketing,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8,539.6,10,0,3.5,0,1.0,0.7,2.1584,0,0.010599833,1.06,Low Risk
529,50,1,Travel_Frequently,562,Sales,8,2,Technical Degree,2,Male,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3,377.55555555555554,3,0,2.25,0,0.2222222222222222,0.75,2.0388,0,0.97590894,97.59,High Risk
530,38,0,Travel_Rarely,827,Research & Development,1,4,Life Sciences,2,Female,33,4,2,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8,762.5,8,0,2.75,0,0.9,0.7777777777777778,3.05,0,0.000489188,0.05,Low Risk
531,27,0,Travel_Rarely,608,Research & Development,1,2,Life Sciences,3,Female,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7,823.5555555555555,9,0,2.75,0,1.0,0.7777777777777778,0.7412,0,0.018340375,1.83,Low Risk
532,32,0,Travel_Rarely,1018,Research & Development,3,2,Life Sciences,3,Female,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7,1115.9,0,1,3.5,0,0.7,1.0,4.4636,0,0.0025002277,0.25,Low Risk
533,47,0,Travel_Rarely,703,Sales,14,4,Marketing,4,Male,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7,248.0,6,0,3.0,0,0.35,1.0,0.496,0,0.007198046,0.72,Low Risk
534,40,0,Travel_Frequently,580,Sales,5,4,Life Sciences,4,Male,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12,523.75,17,0,2.75,0,0.9,0.7222222222222222,1.0475,1,0.035652444,3.57,Low Risk
535,53,0,Travel_Rarely,970,Research & Development,7,3,Life Sciences,3,Male,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3,462.9375,4,0,3.0,0,0.15625,0.2,4.4442,0,0.0001534731,0.02,Low Risk
536,41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6,832.2173913043479,9,1,2.5,0,0.9130434782608695,0.2857142857142857,7.6564,0,0.011510705,1.15,Low Risk
537,60,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2,540.5,0,0,2.25,0,0.2,1.0,0.5405,1,0.061495017,6.15,Low Risk
538,27,0,Travel_Frequently,294,Research & Development,10,2,Life Sciences,4,Male,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7,977.0,8,0,2.5,0,1.0,0.7777777777777778,0.8793,0,0.030488916,3.05,Low Risk
539,41,0,Travel_Rarely,314,Human Resources,1,3,Human Resources,4,Male,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10,872.2272727272727,20,0,3.0,0,1.0,0.3181818181818182,5.7567,0,0.0024646197,0.25,Low Risk
540,50,0,Travel_Rarely,316,Sales,8,4,Marketing,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2,968.75,0,0,3.25,0,0.5,1.0,0.775,1,0.016983343,1.7,Low Risk
541,28,1,Travel_Rarely,654,Research & Development,1,2,Life Sciences,1,Female,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7,221.6,4,0,2.5,0,0.7,1.0,0.4432,1,0.9960897,99.61,High Risk
542,36,0,Non-Travel,427,Research & Development,8,3,Life Sciences,1,Female,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5,1171.3,8,0,1.5,0,0.8,0.875,1.1713,1,0.0049417494,0.49,Low Risk
543,38,0,Travel_Rarely,168,Research & Development,1,3,Life Sciences,3,Female,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0,786.1,1,0,3.5,0,0.1,0.0,2.3583,0,0.009034267,0.9,Low Risk
544,44,0,Non-Travel,381,Research & Development,24,3,Medical,1,Male,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4,412.0,4,0,2.5,0,0.5555555555555556,0.4,1.1124,0,0.20861796,20.86,Low Risk
545,47,0,Travel_Frequently,217,Sales,3,3,Medical,4,Female,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13,491.7857142857143,11,1,3.25,1,0.7857142857142857,0.09090909090909091,4.131,1,0.026200663,2.62,Low Risk
546,30,0,Travel_Rarely,501,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7,530.4,1,1,3.25,0,0.8,0.875,2.1216,1,0.026264476,2.63,Low Risk
547,29,0,Travel_Rarely,1396,Sales,10,3,Life Sciences,3,Male,99,3,1,Sales Representative,3,Single,2642,2755,1,No,11,3,3,0,1,6,3,1,0,0,0,2642.0,1,0,3.0,0,1.0,0.0,0.7926,0,0.08187773,8.19,Low Risk
548,42,1,Travel_Frequently,933,Research & Development,19,3,Medical,3,Male,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2,394.14285714285717,0,0,3.25,0,0.2857142857142857,1.0,0.8277,1,0.17483416,17.48,Low Risk
549,43,0,Travel_Frequently,775,Sales,15,3,Life Sciences,4,Male,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2,972.0,0,0,3.5,0,0.2857142857142857,1.0,2.7216,0,0.008032975,0.8,Low Risk
550,34,0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3,614.2,1,0,3.0,0,0.5,0.2,1.8426,0,0.0032937448,0.33,Low Risk
551,23,0,Travel_Rarely,650,Research & Development,9,1,Medical,2,Male,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2,500.0,4,0,2.75,0,0.8,0.75,0.25,0,0.008611471,0.86,Low Risk
552,39,0,Travel_Rarely,141,Human Resources,3,3,Human Resources,3,Female,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6,532.4166666666666,5,0,2.25,0,0.6666666666666666,0.375,1.2778,1,0.061816327,6.18,Low Risk
553,56,0,Travel_Rarely,832,Research & Development,9,3,Medical,3,Male,81,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1,370.1,9,0,3.0,0,0.3333333333333333,0.7,4.4412,1,0.009307287,0.93,Low Risk
554,40,0,Travel_Rarely,804,Research & Development,2,1,Medical,4,Female,86,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3,468.4,2,0,3.5,1,0.8,0.5,0.9368,0,0.0055648773,0.56,Low Risk
555,27,0,Travel_Rarely,975,Research & Development,7,3,Medical,4,Female,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7,756.7777777777778,7,0,1.75,0,0.7777777777777778,0.8571428571428571,0.6811,1,0.04123796,4.12,Low Risk
556,29,0,Travel_Rarely,1090,Sales,10,3,Marketing,4,Male,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2,1148.5,0,0,3.25,0,1.0,1.0,0.4594,0,0.015637828,1.56,Low Risk
557,53,0,Travel_Rarely,346,Research & Development,6,3,Life Sciences,4,Male,86,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2,128.94736842105263,0,0,3.75,0,0.10526315789473684,1.0,0.98,0,0.0009814411,0.1,Low Risk
558,35,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,4,Female,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0,318.3125,1,0,2.5,0,0.0625,0.0,0.5093,0,0.027080117,2.71,Low Risk
559,32,0,Travel_Frequently,430,Research & Development,24,4,Life Sciences,1,Male,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7,530.9,6,0,3.0,0,1.0,0.8,2.1236,0,0.021483308,2.15,Low Risk
560,38,0,Travel_Rarely,268,Research & Development,2,5,Medical,4,Male,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1,509.5,1,0,2.5,1,0.16666666666666666,0.0,0.9171,1,0.8052282,80.52,High Risk
561,34,0,Travel_Rarely,167,Research & Development,8,5,Life Sciences,2,Female,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0,731.5714285714286,0,0,2.25,0,0.0,0.0,0.5121,0,0.013588419,1.36,Low Risk
562,52,0,Travel_Rarely,621,Sales,3,4,Marketing,3,Male,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16,495.7647058823529,33,0,2.25,0,1.0,0.17647058823529413,1.6856,0,0.021990333,2.2,Low Risk
563,33,1,Travel_Rarely,527,Research & Development,1,4,Other,4,Male,63,3,1,Research Scientist,4,Single,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8,268.6,3,1,3.25,1,1.0,0.9,1.0744,0,0.023069514,2.31,Low Risk
564,25,0,Travel_Rarely,883,Sales,26,1,Medical,3,Female,32,3,2,Sales Executive,4,Single,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4,1030.0,5,0,2.75,0,1.0,0.8333333333333334,2.472,0,0.011694811,1.17,Low Risk
565,45,0,Travel_Rarely,954,Sales,2,2,Technical Degree,2,Male,46,1,2,Sales Representative,3,Single,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1,736.8888888888889,5,0,2.25,0,0.8888888888888888,0.875,1.9896,0,0.035920117,3.59,Low Risk
566,23,0,Travel_Rarely,310,Research & Development,10,1,Medical,1,Male,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2,1752.5,2,0,2.75,0,1.0,1.0,1.0515,0,0.010970939,1.1,Low Risk
567,47,1,Travel_Frequently,719,Sales,27,2,Life Sciences,2,Female,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3,799.625,4,0,3.0,0,0.625,0.8,1.9191,0,0.98857147,98.86,High Risk
568,34,0,Travel_Rarely,304,Sales,2,3,Other,4,Male,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4,1045.6666666666667,5,0,3.5,0,1.0,0.8333333333333334,2.5096,0,0.0041196193,0.41,Low Risk
569,55,1,Travel_Rarely,725,Research & Development,2,3,Medical,4,Male,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4,827.4583333333334,4,0,3.0,0,0.20833333333333334,0.4,1.9859,1,0.9717154,97.17,High Risk
570,36,0,Non-Travel,1434,Sales,8,4,Life Sciences,1,Male,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9,758.7,10,0,1.75,0,1.0,0.7,0.7587,0,0.016374031,1.64,Low Risk
571,52,0,Non-Travel,715,Research & Development,19,4,Medical,4,Male,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2,851.6,3,0,3.0,0,0.8,0.75,1.7032,0,0.0005269279,0.05,Low Risk
572,26,0,Travel_Frequently,575,Research & Development,1,2,Life Sciences,1,Female,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0,872.8,0,0,2.25,0,0.4,1.0,1.7456,0,0.02454291,2.45,Low Risk
573,29,0,Travel_Rarely,657,Research & Development,27,3,Medical,2,Female,66,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1,394.09090909090907,7,0,2.0,0,0.7272727272727273,0.875,1.3005,0,0.02026755,2.03,Low Risk
574,26,1,Travel_Rarely,1146,Sales,8,3,Technical Degree,4,Male,38,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2,887.6666666666666,3,0,2.5,0,0.6666666666666666,0.75,0.5326,1,0.98718435,98.72,High Risk
575,34,0,Travel_Rarely,182,Research & Development,1,4,Life Sciences,2,Female,72,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3,328.0,3,0,3.0,0,0.4,0.5,1.312,0,0.00014415261,0.01,Low Risk
576,54,0,Travel_Rarely,376,Research & Development,19,4,Medical,4,Female,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4,609.4444444444445,4,0,2.5,0,0.5555555555555556,0.6,0.5485,1,0.004601956,0.46,Low Risk
577,27,0,Travel_Frequently,829,Sales,8,1,Marketing,3,Male,84,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1,868.4,3,0,3.0,0,0.8,0.5,1.7368,0,0.011741264,1.17,Low Risk
578,37,0,Travel_Rarely,571,Research & Development,10,1,Life Sciences,4,Female,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3,463.6666666666667,1,0,2.25,1,0.8333333333333334,0.6,0.2782,0,0.09064935,9.06,Low Risk
579,38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12,351.7647058823529,11,0,2.25,0,0.8823529411764706,0.4666666666666667,0.598,1,0.038059533,3.81,Low Risk
580,34,0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3,730.1666666666666,5,0,2.5,0,1.0,0.8333333333333334,0.4381,0,0.013677399,1.37,Low Risk
581,35,0,Travel_Rarely,384,Sales,8,4,Life Sciences,1,Female,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2,857.3333333333334,3,0,2.25,0,1.0,0.6666666666666666,1.0288,0,0.004653014,0.47,Low Risk
582,30,0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2,547.5714285714286,2,0,3.25,0,0.2857142857142857,1.0,1.1499,0,0.0019517536,0.2,Low Risk
583,40,0,Travel_Frequently,791,Research & Development,2,2,Medical,3,Female,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7,530.5,5,0,3.0,0,1.0,0.875,0.8488,0,0.0037729123,0.38,Low Risk
584,34,0,Travel_Rarely,1111,Sales,8,2,Life Sciences,3,Female,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2,1083.3333333333333,2,0,2.25,0,0.5,0.6666666666666666,0.65,1,0.014283679,1.43,Low Risk
585,42,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9,767.9166666666666,10,1,2.5,0,1.0,0.2916666666666667,7.372,0,0.006445711,0.64,Low Risk
586,23,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0,1601.0,0,0,2.5,0,0.0,0.0,0.1601,0,0.9937828,99.38,High Risk
587,24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,3,Male,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0,2694.0,1,0,2.75,0,1.0,0.0,0.5388,0,0.05031558,5.03,Low Risk
588,52,0,Travel_Rarely,1325,Research & Development,11,4,Life Sciences,4,Female,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4,349.8888888888889,4,0,3.0,0,0.5555555555555556,0.4,0.9447,1,0.0015809581,0.16,Low Risk
589,50,0,Travel_Rarely,691,Research & Development,2,3,Medical,3,Male,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3,587.9666666666667,4,0,3.25,0,0.13333333333333333,0.75,5.2917,1,0.0026958406,0.27,Low Risk
590,29,1,Travel_Rarely,805,Research & Development,1,2,Life Sciences,2,Female,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0,2319.0,1,0,2.5,0,1.0,0.0,0.2319,0,0.9950382,99.5,High Risk
591,33,0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7,835.0714285714286,10,0,3.5,0,0.9285714285714286,0.6923076923076923,3.5073,0,0.003735021,0.37,Low Risk
592,33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2,887.3333333333334,3,0,2.0,0,0.5,0.6666666666666666,0.5324,1,0.99306536,99.31,High Risk
593,47,0,Travel_Rarely,202,Research & Development,2,2,Other,3,Female,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0,644.3076923076923,23,0,3.0,1,1.0,0.5384615384615384,6.7008,0,0.004213209,0.42,Low Risk
594,36,0,Travel_Rarely,676,Research & Development,1,3,Other,3,Female,35,3,2,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5,522.8,9,0,2.25,0,0.9,0.7777777777777778,1.0456,0,0.0016786252,0.17,Low Risk
595,29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7,270.0,10,0,3.0,0,1.0,0.7,0.81,0,0.00044974225,0.04,Low Risk
596,58,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8,481.15,18,1,3.25,0,0.775,0.4838709677419355,3.8492,1,0.97699773,97.7,High Risk
597,35,0,Travel_Rarely,1258,Research & Development,1,4,Life Sciences,4,Female,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2,358.0,0,0,3.25,0,0.2857142857142857,1.0,0.7518,0,0.0005446466,0.05,Low Risk
598,42,0,Travel_Rarely,932,Research & Development,1,2,Life Sciences,4,Female,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2,757.75,4,0,3.75,0,0.5,0.75,2.4248,1,0.00049435743,0.05,Low Risk
599,28,1,Travel_Rarely,890,Research & Development,2,4,Medical,3,Male,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1,876.4,0,0,3.0,0,0.4,1.0,1.3146,1,0.9771798,97.72,High Risk
600,36,0,Travel_Rarely,1041,Human Resources,13,3,Human Resources,3,Male,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4,267.875,5,0,2.5,0,0.625,0.4,0.4286,0,0.019638335,1.96,Low Risk
601,32,0,Travel_Rarely,859,Research & Development,4,3,Life Sciences,3,Female,98,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8,440.14285714285717,8,1,3.0,0,1.0,0.9285714285714286,1.8486,0,0.00043587084,0.04,Low Risk
602,40,0,Travel_Frequently,720,Research & Development,16,4,Medical,1,Male,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0,509.4,1,0,2.75,0,0.1,0.0,1.5282,1,0.06403876,6.4,Low Risk
